,会话id,标注命中句,标注结果,模型预测句,模型预测结果
询问意向科目且家长应答,33117452,[{不，他是这样，悠阳妈妈这个就是咱们的那个，作为新生有一个福利优惠，就是试听课嘛，然后试听课的话，咱们看想安排哪个科目，作为新生的话呢，咱们首次就是如果想试听它最多可以安排两个科目嘛，然后每个科目呢，就是因为看孩子想试听的话有一些内容嘛，然后每个科目它是有三个模块的，然后可以让孩子从里边选想听的那个模块，然后他这个试听课的话，咱们这边是这个一个小时是66，如果说咱试听两个科目的话，那就是132。 6}],1,"
",否
询问意向科目且家长应答,33117452,[{看孩子想选择，想选择哪块，就是比如说因为咱们现在暑假了嘛，就是他马上也要升高二年级了，大部分内容有的是新高二和新高一相衔接的一些东西。会讲，您比如说像。 15}],1,"
",否
询问意向科目且家长应答,33117461,[{喂，家长您好，你好，我是新东方总部的老师，就是那个新东方北京总部这边，然后收到我这边收到咱们这一咨询，是想问一下高考年级的这个一对一是吧。 1}],1,"
",否
询问意向科目且家长应答,33117422,[{行，然后我加您了，然后您跟我说一下孩子想上的一个科目，因为现在是这样，就是其实您也知道咱这边的一个机构，您学这边的一个就是节奏也学这么多年了，就是现在每个班上的名额不太多，我给您尽量选个好的老师，然后您看一看风格怎么样，行吧。 38}],1,"
",否
询问意向科目且家长应答,33117392,[{金牌老师带的班课有。就是小班嘛，一个班十几个人的那个。就是咱们本身小班就是金牌老师，还有那种金牌的一对一，就是想看看您主要是想上哪种的。 24}],1,"
",否
询问意向科目且家长应答,33117392,[{他是哪科想给他上金牌老师？ 35}],1,"
",否
询问意向科目且家长应答,33117392,[{我知道，我看到咱们之前有上过咱们暑假新高一的课，他那种就是金牌老师吧，有两种就是有一种是班课的，一种是一对一的，他现在的话是想解决哪一部分分数问题呢？我看看是咱们班课合适还是一对一合适。 41}],1,"
",否
询问意向科目且家长应答,33117455,[{它是不同科目，您看看需要安排哪一科。 27}],1,"
",否
询问意向科目且家长应答,33117439,[{你好，是这样，因为前两天您不是问了咱们这边的这个英语这一块嘛，然后对，所以我说跟您碰一下，因为这马上那个如果是考虑班课的话，最后一期课也快要开课了，咱们还得邮寄教材啥的，所以说跟您碰碰，咱们是打算让他走个一对一，还是走个班课。 5}],1,"
",否
询问意向科目且家长应答,33117443,[{对，然后咱们这边现在就是有这个一对一纯课时的这个活动，就孩子马上也是到高三了嘛，然后复习需要一对一课程比较多，然后想看咱们给孩子考虑这个活动这边嘛，因为现在一对一价格还是比较合适的。 5}],1,"
",否
询问意向科目且家长应答,33117415,[{然后您看咱是有要是有这个想法，哪些学科需要关注的话，我给咱们重新那个。安排一个课程呢，就是您说这个体验呢，还是怎么着。 12}],1,"
",否
询问意向科目且家长应答,33117453,[{我打电话给您，是这样，就看到您之前也选择过我们新东方，那我们新东方面向咱们这样这个老学员呢，有这么一个暑期的相关的一个初中升高中的一个。 3}],1,"
",否
询问意向科目且家长应答,33117442,[{没有，就是因为我们最近有一些家长在读那个一对一的，也是想考虑就是一部分上班课，像孩子比较掌握的比较好的科目，因为咱们今年高一不是很多学校都提前进行了分科嘛，然后家长可以根据孩子的成绩情况去安排。有一些科目的话，要愿意上班课的话，咱们可以给您推荐一些比较不错的老师。如果要是咱不上一对一的话，可以正常安排，不能就是不是强制给您那什么的，不好意思。 5} {就是今年开始，他们这波一上来就分科了是吗。 6}],1,"
",否
询问意向科目且家长应答,33117479,[{比如说孩子妈妈，我问你，我说您是不是想要给孩子提升一下数学成绩。 198}],1,"
",否
询问意向科目且家长应答,33117406,[{对吧。至少在这一块您可以跟孩子对聊聊一聊，跟他沟通一下，就是咱这个遇到这个问题不怕，那您问问他怎么解决，如果说这个课程退了，他的这个，他接下来的一个对英语是怎么安排的，怎么弄呢。 52}],1,"
",否
询问意向科目且家长应答,33117433,[{喂，你好，我这边是那个新东方，因为昨天孩子妈妈问我，咱们那个新高一的课程，就是后来说跟您商量了，我想问问咱们有没有初步定好的，因为我们是后天就开始上课了，所以说要是定的话，今天定下来就是今天下午开始推送教材，明天午就能收到教材。 1}],1,"
",否
询问意向科目且家长应答,33117433,[{行行行，对您如果说想了解新东方课的话，您就让孩子妈妈微信问我。 81} {嗯。 82}],1,"
",否
询问意向科目且家长应答,33117458,[{新东方的这个课考虑吗？直播线上的。 21}],1,"
",否
询问意向科目且家长应答,33117460,[],0,"销售:对，我跟您碰一下，因为前两天不是跟您打电话说了一下孩子那个方案嘛，然后对，我想跟您碰一下，大概是咱们想订哪一个，我给您申请优惠去。
客户:我们先我们商量，我们先不定了。

",是
询问意向科目且家长应答,33117396,[],0,"销售:然后大班的话，后期我们不是不确定要选什么科目，那我们就可以跟着大班，孩子自觉性又强，那我们就让跟着大班，让老师去衔接一下。
客户:对。

",是
询问意向科目且家长应答,33117472,[],0,"销售:喂，朱先生您好，我这边是北京新东方总部的老师，接到您是想咨询咱们雅思和托福的课程是吗？
客户:对。

",是
询问意向科目且家长应答,33117437,[],0,"销售:这个家长也问了那个正价，也问了正价课，然后暂时肯我预计他规划的是122，大概是只安排英语科目，一个是合格考需要冲刺，但是家长比较关心的是这个进口考试。
客户:嗯。

",是
询问意向科目且家长应答,33117473,[],0,"销售:打扰您，您现在忙不，我说跟您我看孩子那课程，然后咱们是给孩子续了一个那个英语是不。
客户:对。

",是
询问意向科目且家长应答,33117476,[],0,"销售:你好，那个刚刚刚这边老师反馈咱们是那个商务续报，然后找不到那个时间段是吧。
客户:对，因为我们那个想报周五冯月云老师的那个，但是。

",是
询问意向科目且家长应答,33117459,[],0,"销售:喂，您好，东阳妈妈，我是那个新东方付老师，然后我看那个咱们这边佳明老师也是把这个规划给咱们做好了，然后看看咱们这边，还要约这个金牌老师的三方不还是说感觉上着挺不错的，因为嘉宾老师这边跟我说，就是跟孩子也是达成这个共识了，觉得这个课程节奏，然后安排这方面，孩子也能接受。
客户:你好。对，我觉得也还行。

",是
询问意向科目且家长应答,33117410,[],0,"销售:了解一本通，还有那个进口的训练手册，咱这边有收到吗。
客户:没有。

",是
询问意向科目且家长应答,33117444,[],0,"销售:喂，家长您好，我是新东方的客服老师，咱们这边呢，有一个中考志愿填报的一个免费指导活动，您看需要给孩子了解一下吗。
客户:是新东方吗？

",是
询问意向科目且家长应答,33117444,[],0,"销售:咱们这边说的是那个中考志愿，孩子那个中考志愿填报，咱们这边可以给孩子提供一个免费的一个指导活动，就是说看这边您需要了解一下吗。
客户:好了。
客户:那我在通州区那个，我那就那个新建校。新建了三所学校。这边有什么了解吗。

",是
询问意向科目且家长应答,33117491,[],0,"销售:对。
客户:行，那就是说我想主要是想看一下，就是看看咱们那边衔接的话，就是暂时还没那个，没想上哪个，就想看一下这个物理跟数学。

",是
询问成绩,33117491,[{对，到时候您。 77} {今年那个统招刘珊大概多少分知道吗？ 78} {说是620多吗？预估的。 79} {620多是吗？ 80}],1,"
",否
询问成绩,33117390,[{嗯。 85} {是吧，我没记错，三科。就这三科之后，中考成绩都没有发挥出来吗？ 86} {不是英语还英语，跟他以往还可以，英语考了92分，物理考了63吧。 87} {嗯。 88}],1,"
",否
询问成绩,33117467,[{玉珊妈妈，我也给您去找几位老师，像之前带过艺考的，然后我大概给您发一下案例，您先看一下。然后那个反正这边最近不也是有这个试听课的活动嘛，然后等那个雨珊这两天有时间的话，您也可以让他就给他安排两节试听，让他先试试他英语跟数学都怎么样这两科。 223} {英语更好。英语还行。 224} {英语。英语还可以是不是？ 225} {他英语好。他英语。就英语还可以，数学不太好。 226}],1,"
",否
询问成绩,33117467,[{都还可以是不是。 230} {60。对。 231} {他选他是不是也选的是那个文科，就选科。 232} {对。数学不太好。我们这个文中，这个文中。 233} {文综是吧，是地政。 234} {对。女孩嘛，他就肯定。 235}],1,"
",否
询问成绩,33117447,[{西部二十多名。 12}],1,"
",否
询问成绩,33117435,[{五百九十三是吧，好嘞。 10} {对。 11} {593明白，然后我看一下590。 12} {嗯。 13}],1,"
",否
询问成绩,33117396,[{那您这边就是最理想。 40} {因为孩子这个理科就是理科一直在提，提到这个八，现在数学是考了82。他这个数学这理科这块一直就是。 41} {数学80。 42} {不是特别。 43}],1,"
",否
询问成绩,33117488,[{嗯。 28} {他这个成绩基本上在125到一百三之间吧，大概是。 29} {125到一，那他现在已经在做一百五的卷子了，是吧。嗯。 30} {对，他们早就做一百五的，一直做一百五的卷子。 31}],1,"
",否
询问成绩,33117487,[{他的数学和英语。 23} {数学跟英语。 24} {上的怎么样，孩子？ 25} {嗯。 26} {还可以吧，就是怎么说呢，一个收心，二一个他自个也。 27}],1,"
",否
询问成绩,33117487,[{那他现在数学的话听着应该还行是吗？因为就是一般情况下，如果初中这个基础不是特别好的话，如果孩子只是。 42} {嗯。 43} {只是这一次数学考考考成81，其实之前都还挺好的话，那应该没啥问题，如果说孩子就是数学，就是这个基础不是很好的话，数学学起来可能也稍微有点费劲。 44} {数学还可以，我觉得初中数学基础还可还可以。 45} {还可以是吧。那就行。那就行，那就行，物理的话也还行是吧。 46} {对。 47}],1,"
",否
询问成绩,33117402,[],0,"销售:各科他各科的成绩怎么样。
客户:那他因为他这次他没期末，他没有参加考试，他因为他下他不是因为那个。就是高二下他不没学嘛，就有一段时间他就没。

",是
询问成绩,33117435,[],0,"销售:明白没问题，那孩子目前的话是考了大概500。不是六百六。
客户:我会，我。

",是
询问成绩,33117430,[],0,"销售:英语。英语薄弱多少分呢？
客户:我说对。那就比较差了，你平时他。

",是
询问成绩,33117390,[],0,"销售:就是80多分肯定应该没问题，也不能说是75分这个成绩。
客户:他一模和二模都考了多少分呢？
销售:一模二模，你都弄混了。二模是80几来着，忘了。一模好像也70多分，二模还是80多分。
销售:对。
客户:然后一。

",是
询问成绩,33117482,[],0,"销售:明白，然后他那个语文跟数学这是100分的满分还是一百五的满分。
客户:100。

",是
询问成绩,33117482,[],0,"销售:英语考了39分，我记录一下，这都是期末考试成绩是吧。
客户:对。
客户:不是，是不是就刚刚那个什么摸底考试什么。

",是
询问成绩,33117482,[],0,"销售:他现在总分能能考多少分。
客户:总分没出来，我问了他，就是说他就这些分，但是他没说。

",是
询问成绩,33117400,[],0,"销售:还能选吗？
客户:不是我说假如说他初一期末考试。他物理考多少分？

",是
询问成绩,33117396,[],0,"销售:就是我看是631分是吧。
客户:13。

",是
询问成绩,33117396,[],0,"销售:对。语文咱们考多少分？
客户:大概它的这一区间。

",是
询问成绩,33117468,[],0,"销售:对，是。挺棒的孩子，他考多少分？
客户:648。

",是
询问成绩,33117411,[],0,"销售:对。
客户:那燕和他的高考成绩咋样？

",是
询问成绩且家长应答,33117434,[{这个的话可能对于孩子就是一个基础性的要求，从他的这个得分率其实就能看出来孩子他的词汇量到底掌握情况怎么样，如果说他基基础偏就错的比较多，或者说没有办法再保持一个稳定的发挥，那说明他首先在基础。的一些词汇量上是存在问题的，那就更不用说语法或者说后面作文了，就是阅读理解，首先就能看出来他的词汇量的掌握情况。 58} {你现在他过来了，然后你说你现在AP。基本上是能保持在六到八道题里面错几道，一般是吧。 59}],1,"
",否
询问成绩且家长应答,33117441,[{一百二是英语，还是语文。 272} {应该是一百二的，应该是应该是应该是语文吧，好像是。 273} {语文一百二能能考到。那个九十来。 274} {也就是都不咋及格，反正是。 275} {都不咋及格，反正。 276} {三科，三科都不好。 277}],1,"
",否
询问成绩且家长应答,33117475,[{我跟您说，因为这今天排的比较满，是这样，就是咱们孩子的一个情况的话，大约是在2758到2797之间一个排名，您肯定这边也了解一这一段，然后他具体排名什么情况，要是看语文成绩是否靠前，他决定了他的排名在这个区间内是否靠前。 4} {嗯。 5}],1,"
",否
询问成绩且家长应答,33117475,[{咱们这个分数如果那啥的话，没准，要是想冲冲理工富的，就想带理工附的实验班冲一下应该也可以。因为一般也是十点半出成绩吧。 44} {反正咱们理工富这个情况应该是去的话概率还是蛮大的。 45} {嗯。 46} {现在就纠结这个事儿，也不知道警察怎么样。 47}],1,"
",否
询问成绩且家长应答,33117475,[{是招到那个589分的左右，如果我们去景山的话，实验班的话，反正。也不知道他们招的学员苗子啥样，所以这边也没办法断定咱们数学上是不是能去实验班。这个确实不定因素太多了。今年。 58} {咱们通州无家务也好，景山也好，北京中学也好，都新增的，然后变数也比较大。 59} {谢谢。 60} {下。而且这京东效果是比较偏。 61}],1,"
",否
询问成绩且家长应答,33117396,[{那您这边就是最理想。 40} {因为孩子这个理科就是理科一直在提，提到这个八，现在数学是考了82。他这个数学这理科这块一直就是。 41}],1,"
",否
询问成绩且家长应答,33117396,[{没关系，反正现在怎么说呢，很咱们考的这样，其实也在大致的预估范围内，因为不是说光咱们孩子这个语文往下拉了。嗯。 52} {嗯。 53}],1,"
",否
询问成绩且家长应答,33117487,[{只是这一次数学考考考成81，其实之前都还挺好的话，那应该没啥问题，如果说孩子就是数学，就是这个基础不是很好的话，数学学起来可能也稍微有点费劲。 44} {数学还可以，我觉得初中数学基础还可还可以。 45} {还可以是吧。那就行。那就行，那就行，物理的话也还行是吧。 46} {对。 47}],1,"
",否
询问成绩且家长应答,33117445,[{他这边的话英语现在能达到123吗。 44} {没有。 45}],1,"
",否
询问成绩且家长应答,33117392,[{数学一百一到100分是吗。 47} {嗯。 48}],1,"
",否
询问成绩且家长应答,33117435,[{五百九十三是吧，好嘞。 10} {对。 11}],1,"
",否
询问成绩且家长应答,33117435,[{数哪个语文八十六七是吗？ 22} {对，语文八十六七，他就是数学比较薄弱一点。 23} {明白。那咱们的目前的话，大概一个想法是什么呢？您可以大概跟我说一说。 24} {就是他不是现在他这个分数应该是可以去高中的，然后那个我们就是想上一个高中衔接，但是也。 25}],1,"
",否
询问成绩且家长应答,33117443,[{嗯。对明白，然后像孩子他目前在也是在100分这个位置是吧，一百左右这边这。 109} {对。对。 110}],1,"
",否
询问成绩且家长应答,33117491,[{对，到时候您。 77} {今年那个统招刘珊大概多少分知道吗？ 78} {说是620多吗？预估的。 79} {620多是吗？ 80}],1,"
",否
询问成绩且家长应答,33117407,[{大概能去哪，咱现在有心里有数了吗。多少分，孩子这边模型好了。 10} {他这次考的不太，他这次考的不好，然后如果要能上的话，也只能是上房东或者那个首师或实验。 11}],1,"
",否
询问成绩且家长应答,33117445,[],0,"销售:因为其实，我不知道孩子整体的一个成绩怎么样，但是其实像英语，还有这个语文其实都挺重要的。
客户:嗯。

",是
询问成绩且家长应答,33117443,[],0,"销售:明白雪妈妈，那像这个就是其他线下机构的话，现在对于孩子这个学习效果怎么样，这边呢。
客户:我觉得还行。

",是
询问成绩且家长应答,33117398,[],0,"销售:对，想跟您沟通一下那个李兆涵上的咋样，这节课。
客户:我感觉就是。咋说呢，他好像有点。

",是
询问成绩且家长应答,33117435,[],0,"销售:明白没问题，那孩子目前的话是考了大概500。不是六百六。
客户:我会，我。

",是
询问成绩且家长应答,33117424,[],0,"销售:他区牌是多少了，因为咱新东方又出了一版那个四点。
客户:金牌是6000左右吧。

",是
询问成绩且家长应答,33117424,[],0,"销售:一会儿我把这个咱们东城的这个情况给您发一下，他区牌是多少。
客户:对。6000左右。

",是
询问成绩且家长应答,33117467,[],0,"销售:你们集训的话也是那种。那种就是这种现象。
客户:就是全对。
客户:就是我们这边的话，就是一般集训也都是一对一，这种集训就是因为不能说再以单科的形式去给孩子上了，所以说这边也想了解一下孩子现在各科的分数，这边成绩怎么样，您大概这边可以说一下孩子的情况，您说。

",是
询问成绩且家长应答,33117411,[],0,"销售:对。
客户:那燕和他的高考成绩咋样？

",是
询问成绩且家长应答,33117426,[],0,"销售:对，然后给您来电是这样的，就是我看您也在关注咱们那个英语听口的讲座，我想跟您问问，就是咱们现在新东方这边不是开了那个英语的考前听口的冲刺课程嘛，就是短期课，想跟您问一下，咱们现在这边的话，孩子英语听口成绩咋样，他是不是有这个需要去跟着老师做听口的冲刺。
客户:听孩子听口还行，那天我问他来着。现在说现在先拿先先先拿那个，他英语一直挺不能说挺好，反正也行，他现在那个语文。

",是
询问成绩且家长应答,33117386,[],0,"销售:可晨妈妈，我常老师。
销售:你好，可可妈妈，这次期末考完了，我看孩子整体最近状态怎么样，就给您做个学习回访。
客户:你好。你好。

",是
询问成绩且家长应答,33117400,[],0,"销售:最低满分。68吗？
客户:对，后来我就不是说就是说报了，反正那个什么这个我没有想，就是说钱报的花出去怎么样，我没想过这个。

",是
询问成绩且家长应答,33117482,[],0,"销售:明白光大分校。然后班级里面整体的这个平均分，或者最高分咋样，因为我前两天接触一个清华附奥森的，他们那个就是哎呀，整体班里面的那个基础都是差不多，均分也就个四十来分，是咱们也差不多，还是说咱们相对来说学的稍微有点弱。
客户:嗯。
客户:不是，他是这样的，现在开始弱了，以前呢，他。

",是
询问排名,33110132,[{九点。可能也感觉是稍微有点难度的是不是，其实我们自身来讲确实是对，因为他是其实最后还是看看你的排名，看区牌。 40} {排名嘛，你想他一模5000多。 41}],1,"
",否
询问排名,33114149,[{孩子应该是排在6000以里是吧。 120} {五千四五千四百二十六，对。 121}],1,"
",否
询问排名,33112417,[{对，他去牌去年大概区牌差不多621左右就能到，然后你的区牌是多少。 51} {1118。 52}],1,"
",否
询问排名,33109071,[],0,"销售:那您稍等一下。
客户:对，一模二模全是学校前十。

",是
询问排名,33111752,[],0,"销售:不太准。
客户:对，他出来9000多名。大概这个应该5000多。

",是
询问排名,33113771,[],0,"销售:四千五左右的话，应该是对应的去年的一个分数线的话。录取的一个排名的话，大概是和平街一中的一个。
销售:层次。
客户:然后它那个二模，二模是4100。

",是
询问排名,33113771,[],0,"销售:龚大富去年的录取排名是三千三百五。
客户:现在。就是那个去年日子呢。

",是
询问排名,33115785,[],0,"销售:对五十多。
客户:55、今年大概有多少？

",是
询问排名,33112041,[],0,"销售:那不行。
客户:在这个，在这个就是区排名里边，一共是1600多名。

",是
询问排名,32695264,[],0,"销售:对，咱们孩子现在这个成绩怎么样。
客户:是吧？对。
客户:他那个按摩的时候是排学校13秒。但是就是。分数，因为那一模二模的比例稍微比正常的中考应该说是难一点。

",是
询问排名,33115240,[],0,"销售:行，是这样，我们那个区排名是1706。
销售:对。今年的那个招生政策您大概清楚吗？就招生。
客户:知道您说。

",是
询问排名,33113773,[],0,"销售:是的，您是在咱们那个群里是吗。
客户:拜。就是一第一名到1500名那个。

",是
询问排名,32679033,[],0,"销售:没问题是吗？这个其实。
客户:他二模差不多400吧。不知道呢。排的啥？

",是
询问排名,32686157,[],0,"销售:就北北航学校那里面那个北航富，这几个的话，排名大体都是在6000左右吧。
客户:那我。

",是
询问排名,32677875,[],0,"销售:尽快。那中考成绩咋样呢，现在。
客户:一。在朝阳区排名。6000多人吧。

",是
询问排名且家长应答,32686803,[{是这样的，就是现在的话，孩子不也是期中考完一段时间了嘛，目前整个的学习情况怎么样，有所改观吗？ 2}],1,"
",否
询问排名且家长应答,33113216,[{那咱们现在比如说孩子他现在因为师大二附，他成绩应该还不错，是比较均衡吗？还是说哪科数学怎么样吧，咱先说。 19}],1,"
",否
询问排名且家长应答,33115713,[{英英英语好吗？然后。 24}],1,"
",否
询问排名且家长应答,32689156,[{呵呵，因为孩子目前的话是4000多，去年陈经纶的录取排名是在两千三二三六六，如果说，就是去年的话，孩子如果说按今年，今年孩子大概在四千七左右是吗？ 55}],1,"
",否
询问排名且家长应答,32680166,[{咱这个校牌九十多的话呢，咱们。应该按照往年去排的话，应该。中等偏上，对。然后。 13}],1,"
",否
询问排名且家长应答,32685586,[{学的怎么样。 99}],1,"
",否
询问排名且家长应答,32686705,[{明白门头沟，然后上回我听您说孩子是生物是比较不错，地理稍微薄弱点对吗。 10}],1,"
",否
询问排名且家长应答,32682917,[{年级是270人是吧。那咱还是这种情况，应该基本都排名很靠后了。 108}],1,"
",否
询问排名且家长应答,33112176,[{行行学的感觉效果怎么样？ 13}],1,"
",否
询问排名且家长应答,32687045,[{嗯。英语的话就是孩子现在是大概什么情况呢。 54}],1,"
",否
询问排名且家长应答,32685534,[{物理孩子是还不错是吧？ 18}],1,"
",否
询问排名且家长应答,33109944,[{对，那孩子这个就是其他科怎么样。想他三大主科，因为你想拉开分数差距的话，肯定还是三大主科比较关键嘛。 181}],1,"
",否
询问排名且家长应答,33109036,[{570分14933。14933的排名。 13}],1,"
",否
询问排名且家长应答,33109036,[{海淀排名。 187}],1,"
",否
询问排名且家长应答,33109036,[{去判定。今年有。到大区的排名是多少？分数是多少？比如说57中去年录到比如说3900名，4300名，今年它火热程度更高。 224}],1,"
",否
询问排名且家长应答,32688515,[{目前学习情况怎么样？ 9}],1,"
",否
询问排名且家长应答,33111374,[{是吗？那应该是我看的这个是。我看这是预估排名。 77}],1,"
",否
询问排名且家长应答,33111619,[{然后这个的话就是差不多排名就是一千二吧。 64} {就今年预估就是差不多是1200。 65}],1,"
",否
询问排名且家长应答,33111619,[{到时候给您挑一挑。您先把那个校牌名，到时候明天你问一下，问清楚告诉我就行。 239}],1,"
",否
询问排名且家长应答,32687662,[{依然妈，依然妈妈，我是小何老师。那个我还是想问孩子那个。他不是5000多名吗，还是要去走贯通吗？因为我觉得5000多他能考一个。 2}],1,"
",否
询问排名且家长应答,32687662,[{挺好的，然后。我你上次说孩子普高，我说刚刚我问我说孩子多少名，5000多名，我觉得5000多咱可以上。上普上普高我就给你打过来了。 100}],1,"
",否
询问排名且家长应答,33115493,[{就是到底开始学的咋样是吧。 11}],1,"
",否
询问排名且家长应答,33117396,[{六百二十二六百一十三分，然后那个咱们就是也要看孩子的校额到校这个名字，咱们校牌学校有给吗。 5}],1,"
",否
询问排名且家长应答,33117396,[{不过咱们可以按照往年的，就是咱们不是往年的一模二模的一个校牌，咱们可以预估一下。 16} {对，我们也是根据这个服务就围的事，孩子猜了一下。大概是一百三到一百五这块。 17} {车牌是吗？ 18}],1,"
",否
询问排名且家长应答,33117396,[{因为。嘿嘿嘿。对，就朋友特区看看学校能不能稍微透露一下排名。 157}],1,"
",否
询问排名且家长应答,33111192,[{您说手师傅排在第三。 98}],1,"
",否
询问排名且家长应答,33116032,[{嗯。像孩子这次他考试他英语的话是在一个大概什么样的水平线上。 15}],1,"
",否
询问排名且家长应答,32686803,[{是这样的，就是现在的话，孩子不也是期中考完一段时间了嘛，目前整个的学习情况怎么样，有所改观吗？ 2}],1,"
",否
询问排名且家长应答,33112663,[{他语文英语咋样？ 136}],1,"
",否
询问排名且家长应答,32695646,[{了解行，那就是咱们那个可以看一下，然后就是说这一块情况怎么样。 52}],1,"
",否
询问排名且家长应答,33112199,[],0,"销售:不对。
客户:2000几那怎么样？6829多少名？

",是
询问排名且家长应答,33112199,[],0,"销售:对。好。就是这个意思，就是这个意思，好。
客户:那我们有可能还会是。后面是这个吗？如果按录取的话，有可能还在3000名，是这意思吗？

",是
询问排名且家长应答,32689441,[],0,"销售:200多。
客户:就是。

",是
询问排名且家长应答,33115804,[],0,"销售:那也就是现在，就留着再见。海淀，那咱们我看看638的话，咱们应该是能奔着这个。
销售:孩子这边目标校是他怎么定的，自己您跟孩子这边的话。
客户:我们校额度那个排过了。

",是
询问排名且家长应答,33111619,[],0,"销售:然后的话。咱家孩子是考的是多点。
客户:598。

",是
询问排名且家长应答,33111619,[],0,"销售:证件发给你。
客户:这个他能。大概多少名？

",是
询问排名且家长应答,33114204,[],0,"销售:200多。
客户:还也是200多是吗。

",是
询问排名且家长应答,33111192,[],0,"销售:那孩子哪科。
客户:他语文考。

",是
询问排名且家长应答,32687045,[],0,"销售:市里边现在他是在哪方面呢？应该是在哪边呢。
客户:郑州市呢？

",是
询问排名且家长应答,32695594,[],0,"销售:明白，那他现在化学成绩咋样。
客户:对。一般吧。

",是
询问排名且家长应答,32681829,[],0,"销售:数学课，对，孩子现在大概数学成绩咋样。
客户:就给他两次。成绩不怎么样。

",是
询问排名且家长应答,32691582,[],0,"销售:明白，那个就是这次一模之后去排名再才能开建的，这个您清楚吗。
客户:什么。

",是
询问排名且家长应答,33117435,[],0,"销售:明白没问题，那孩子目前的话是考了大概500。不是六百六。
客户:我会，我。

",是
询问排名且家长应答,33117435,[],0,"销售:那个叫什么，北大附年排前几？马上上高三的孩子，朋友推荐他过来的，然后他家长就说朋友推荐过来的，然后呢，推荐他那孩子是人大附的。
客户:嗯。

",是
询问排名且家长应答,33110897,[],0,"销售:明白那像数学的话，现在是一百二一百三左右吗。
客户:他在一百三差不多好的时候。

",是
询问排名且家长应答,33115853,[],0,"销售:他平常语文呢，能达到100吗。
客户:能100。

",是
询问排名且家长应答,33109343,[],0,"销售:育婴学校，育婴学校，育婴学校的话，就是去年的话，在就是在目前这两天跑学校的一种情况的话，预备大概它那个录取大概在634，也就是大概在三千六百六百五十九名左右。
客户:英学校对。那还是。

",是
询问排名且家长应答,33112663,[],0,"销售:是。
客户:他是假如说语数英这三科吧，就是在年级排。

",是
询问排名且家长应答,32677950,[],0,"销售:都不安，在学校就我有两个，我有好多就好几个在这边报名的，然后报咱们家一班的孩子都不安的，这次我问了一下，他们那个考试的分数还都不错呢，然后去牌的话都100以里的。
客户:不是他，我。不是我儿子，我儿子在他们班，他们学校去排就排到了300，往下了就靠中下了。

",是
询问排名且家长应答,33114138,[],0,"销售:这。上次期末是考了多少？120几。
客户:120不是他期末是这样。搞不清楚，因为他是。学校加系统考嘛。

",是
询问排名且家长应答,32685534,[],0,"销售:明白。
客户:物理通州区能能三十来名吗？就是比较好的一科。

",是
询问排名且家长应答,33113704,[],0,"销售:目标是摸到哪呢？
客户:在准备。

",是
询问排名且家长应答,33117196,[],0,"销售:各个科目一的上课的话大概怎么样？
客户:他语文97语，语文九十九十八吧，九七，反正九就97吧，英语也九十七八，然后数学差，数学P来说。

",是
询问排名且家长应答,33110752,[],0,"销售:这样。
客户:区牌名是。70多名吧。

",是
询问排名且家长应答,32686803,[],0,"销售:嗯。我的意思就是排名这些学校问的感觉有一定的提升吗？还是说。就还是那样。
客户:排名可能稍微好一点，因为去年我觉得上网课，现在成绩实在是太慢了，那都没法看。

",是
询问排名且家长应答,33117396,[],0,"销售:所以这点不用担心。
客户:这个您看一下我们这个排名现在大概是。能能哪个学校最稳呢？

",是
